Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
30.06.16;;;;0,13;;;;;1,59;;0,49;7,55;30,76;0,39;;;14,11;73,86;0,02;;0,06;5;7,48;5,99;0,55;;22,8;57,33;;5789;39,63;75,76;31,4;;57,11;;29,52
01.07.16;;;;0,13;;;;;1,59;;0,49;7,76;30,83;0,39;;;14,11;73,96;0,02;;0,07;5;7,52;6,04;0,54;;22,95;57,25;;5727;39,61;75,87;31,53;;56,82;;30,29
04.07.16;;;;0,13;;;;;1,61;;0,49;7,76;30,83;0,39;;;14,11;73,96;0,02;;0,07;4,95;7,36;6,04;0,54;;22,95;57,25;;5792;39,61;75,87;31,53;;56,82;;30,29
05.07.16;;;;0,12;;;;;1,59;;0,49;7,57;30,61;0,43;;;14,11;73,28;0,01;;0,07;4,9;7,06;5,83;0,54;;22,5;55,97;;5728;40,15;75,89;31,03;;55,75;;28,52
06.07.16;;;;0,12;;;;;1,6;;0,49;7,85;30,65;0,42;;;13,77;74,41;0,01;;0,07;4,97;7,06;5,85;0,57;;22,36;56,04;;5613;40,51;76,74;31;;55,52;;28,68
07.07.16;;;;0,12;;;;;1,6;;0,49;7,76;30,37;0,42;;;14,2;75,2;0,01;;0,06;4,85;7,4;6;0,57;;23,02;56,11;;5530;40,39;76,62;31;;56,42;;29,42
08.07.16;;;;0,12;;;;;1,61;;0,49;7,88;31;0,4;;;13,37;76,72;0,01;;0,06;5,01;7,4;6,14;0,56;;23,27;57,36;;5399;41,29;78,26;31,59;;57,53;;30,57
11.07.16;;;;0,12;;;;;1,64;;0,49;7,98;31,85;0,39;;;13,56;76,49;0,01;;0,06;4,95;7,19;6,12;0,56;;23,4;57,57;;5678;42,2;79,17;31,81;;58,21;;31,01
12.07.16;;;;0,12;;;;;1,64;;0,49;8;32,49;0,39;;;13,56;76,62;0,01;;0,06;4,98;7,44;6,18;0,58;;23,5;57,71;;5845;42,66;79,51;32,43;;59,19;;31,34
13.07.16;;;;0,12;;;;;1,64;;0,49;7,57;31,99;0,39;;;14,21;76,81;0,01;;0,06;4,98;7,44;6,2;0,57;;23,39;58;;5870;42,11;77,62;32,5;;59;;31,17
14.07.16;;;;0,12;;;;;1,64;;0,49;7,55;32,1;0,4;;;14,21;77,42;0,01;;0,06;4,9;7,4;6,32;0,58;;23,86;58,4;;5993;41,85;78,05;32,65;;59,58;;31,54
15.07.16;;;;0,11;;;;;1,77;;0,49;7,57;32,32;0,38;;;14,21;77,8;0,01;;0,06;4,81;7,52;6,65;0,59;;23,82;59,09;;6007;42,2;77,83;32,56;;60,06;;31,86
18.07.16;;;;0,12;;;;;1,87;;0,49;7,5;32,2;0,41;;;14,14;77,75;0,01;;0,06;4,85;7,73;6,78;0,61;;24,09;59,08;;6007;42,14;78,26;32,89;;59,71;;32,17
19.07.16;;;;0,12;;;;;1,93;;0,49;7,69;33,26;0,42;;;14,6;77,3;0,01;;0,06;4,9;7,94;6,72;0,61;;23,72;58,56;;5387;41,52;76,5;32,78;;59,59;;31,86
20.07.16;;;;0,12;;;;;2,01;;0,49;7,67;33,09;0,4;;;14,6;77,17;0,01;;0,06;4,86;7,9;6,79;0,62;;24,01;59,18;;5409;41,38;76,7;32,97;;61,87;;32,26
21.07.16;;;;0,12;;;;;2,04;;0,49;7,86;32,73;0,39;;;14,96;76,55;0,01;;0,05;4,85;7,73;6,72;0,63;;23,7;59,24;;5391;41,27;75,38;32,91;;61,54;;33,2
22.07.16;;;;0,11;;;;;2,27;;0,49;7,8;32,87;0,4;;;14,96;76,14;0,01;;0,05;4,8;7,52;6,59;0,62;;24,05;58,98;;5392;41,44;76,33;33,09;;61,27;;33,02
25.07.16;;;;0,11;;;;;2,43;;0,49;7,69;32,6;0,4;;;14,96;77,58;0,01;;0,05;4,85;7,73;6,66;0,62;;24,12;58,65;;5216;42,4;76,9;33,38;;61,33;;33,26
26.07.16;;;;0,1;;;;;2,3;;0,4;7,69;32,55;0,4;;;14,96;77,18;0,01;;0,05;4,71;8,62;6,67;0,67;;24,02;59,4;;5372;41,56;76,84;34,07;;61,41;;33,94
27.07.16;;;;0,1;;;;;2,2;;0,4;7,64;33,21;0,4;;;14,77;76,82;0,01;;0,05;4,71;8,74;6,5;0,64;;24,16;59,13;;5422;40,89;76,67;33,93;;61,29;;34,21
28.07.16;;;;0,1;;;;;2,39;;0,4;7,64;34,27;0,41;;;14,77;77,38;0,01;;0,05;4,57;8,66;6,46;0,67;;24,17;59,17;;5366;40,27;76,28;34,13;;60,55;;32,49
29.07.16;;;;0,1;;;;;2,21;;0,4;7,64;34,27;0,42;;;14,77;77,65;0,02;;0,06;4,56;8,7;6,41;0,66;;24,15;59,52;;5703;40,16;76,32;34,34;;60,28;;33,18
01.08.16;;;;0,1;;;;;2,21;;0,4;8,09;34,05;0,42;;;15,37;78,33;0,01;;0,06;4,55;8,41;6,4;0,68;;23,94;59,45;;5930;40,07;76,63;34,12;;60,12;;33,11
02.08.16;;;;0,11;;;;;2,31;;0,4;7,85;33,53;0,43;;;16,6;76,95;0,01;;0,05;4,4;8,53;6,33;0,68;;23,59;58,72;;6060;39,75;76,78;33,81;;58,05;;32,13
03.08.16;;;;0,1;;;;;2,4;;0,4;7,86;36,79;0,4;;;16,39;77,4;0,02;;0,05;4,51;8,49;6,3;0,69;;23,45;59,03;;5912;40,38;78,63;33,89;;58,3;;32,71
04.08.16;;;;0,12;;;;;2,5;;0,4;8,05;36,85;0,42;;;16,66;77,41;0,02;;0,06;4,41;8,45;6,38;0,7;;23,7;59,2;;5842;40,83;78,23;34,35;;58,13;;32,58
05.08.16;;;;0,15;;;;;2,55;;0,4;8,04;37,01;0,41;;;16,83;77,8;0,02;;0,06;4,43;8,49;6,41;0,71;;23,87;59,92;;5801;40,56;79,84;34,41;;58,98;;33,26
08.08.16;;;;0,13;;;;;2,68;;0,61;7,92;38,31;0,39;;;16,83;78,52;0,02;;0,06;4,43;8,66;6,45;0,74;;24,28;59,9;;6000;40,61;79,27;34,77;;59,14;;33,43
09.08.16;;;;0,13;;;;;2,72;;0,65;7,8;38,79;0,4;;;17,43;77,74;0,02;;0,06;4,5;8,28;6,45;0,74;;24,2;60,15;;6201;41,25;78,69;35,04;;59,46;;33,71
10.08.16;;;;0,13;;;;;2,75;;0,67;7,3;39,29;0,4;;;17,43;77,93;0,02;;0,05;4,5;8,45;6,43;0,7;;24,26;60,11;;6364;41,1;78,57;35,18;;59,73;;33,71
11.08.16;;;;0,11;;;;;2,7;;0,68;7,18;39,91;0,4;;;17,43;79,72;0,02;;0,05;4,43;8,49;6,7;0,7;;24,5;60,38;;6364;41,31;77,85;35,51;;60,07;;34
12.08.16;;;;0,12;;;;;2,35;;0,63;7,19;39,38;0,38;;;16,52;79,34;0,01;;0,05;4,5;8,66;6,71;0,71;;24,21;60,4;;6353;41,14;77,43;35,61;;59,99;;33,81
15.08.16;;;;0,12;;;;;2,29;;0,66;7,19;39,08;0,36;;;16,52;80,27;0,01;;0,05;4,55;8,41;6,73;0,75;;24,75;60,52;;6804;41,48;79,48;35,57;;61,21;;34,3
16.08.16;;;;0,12;;;;;2,44;;0,66;6,85;38,37;0,38;;;16,52;79,87;0,01;;0,05;4,55;8,62;6,66;0,75;;25,18;59,84;;6802;39,31;78,05;35,41;;60,71;;34,25
17.08.16;;;;0,11;;;;;2,4;;0,64;6,71;38,74;0,36;;;16,57;78,54;0,01;;0,05;4,55;8,62;6,65;0,75;;26,3;59,96;;6767;39,88;79,77;35,41;;61,43;;34
18.08.16;;;;0,1;;;;;2,33;;0,63;7,05;40,25;0,36;;;16,57;80,09;0,01;;0,05;4,42;8,66;6,64;0,72;;26,5;60,51;;6455;40,02;80,98;35,61;;61,82;;34,01
19.08.16;;;;0,12;;;;;2,37;;0,63;6,88;42,41;0,37;;;16,23;80,65;0,01;;0,05;4,5;8,57;6,57;0,74;;26,2;61,19;;6481;39,98;81,76;35,16;;62,86;;34,21
22.08.16;;;;0,11;;;;;2,38;;0,64;6,97;42,47;0,36;;;16,8;80,11;0,01;;0,05;4,5;8,53;6,52;0,73;;26,44;61,5;;6494;40,12;81,49;35,32;;62,9;;34,23
23.08.16;;;;0,11;;;;;2,47;;0,66;6,97;41,76;0,35;;;17;80,24;0,01;;0,05;4,5;8,49;6,52;0,75;;26,22;61,48;;6435;40,64;82,31;35,45;;63,28;;34,46
24.08.16;;;;0,1;;;;;2,56;;0,72;7;40,94;0,35;;;17,59;80,18;0,01;;0,04;4,5;8,62;6,63;0,74;;25,97;61,43;;6593;40,67;82,42;35,08;;63,1;;33,99
25.08.16;;;;0,1;;;;;2,6;;0,74;6,9;40,63;0,34;;;17,59;80,59;0,01;;0,04;4,5;8,57;6,52;0,76;;25,6;61,44;;6700;40,99;81,55;34,85;;63,33;;33,77
26.08.16;;;;0,1;;;;;2,59;;0,82;6,84;41,52;0,36;;;17,59;78,19;0,01;;0,05;4,51;8,45;6,51;0,78;;26,15;61,51;;6642;41,05;81,21;34,52;;63,54;;33,65
29.08.16;;;;0,11;;;;;2,51;;0,82;6,85;41,39;0,35;;;17,61;78,26;0,01;;0,04;4,71;8,66;6,77;0,82;;26,09;62,08;;6798;41,29;81,51;34,69;;63,4;;34
30.08.16;;;;0,11;;;;;2,55;;0,82;6,76;41,29;0,35;;;17,2;76,85;0,01;;0,04;4,64;8,32;6,95;0,83;;26,44;62,27;;6656;41,58;81,73;34,18;;63,44;;34,33
31.08.16;;;;0,12;;;;;2,58;;0,78;6,69;41,36;0,4;;;17,2;76,51;0,01;;0,04;4,57;8,36;7;0,8;;25,92;62,31;;6756;41,37;81,23;33,99;;63,57;;34,39
01.09.16;;;;0,11;;;;;2,65;;0,86;6,87;40,67;0,43;;;17,51;76,66;0,01;;0,04;4,67;8,32;6,95;0,81;;26,15;62,33;;6867;42,15;81,76;34,91;;63,18;;34,61
02.09.16;;;;0,11;;;;;2,71;;0,93;6,78;42,42;0,43;;;17,76;68,57;0,01;;0,04;4,65;8,53;6,98;0,84;;26,27;62,58;;6869;42,8;83,46;35,07;;63,64;;35,1
05.09.16;;;;0,11;;;;;2,71;;0,93;6,78;42,42;0,43;;;17,76;68,57;0,01;;0,04;4,62;8,41;6,98;0,84;;26,27;62,58;;6938;42,8;83,46;35,07;;63,64;;35,1
06.09.16;;;;0,12;;;;;2,8;;0,99;6,97;43,19;0,42;;;18,74;67,68;0,01;;0,04;4,61;8,41;7,29;0,9;;27,79;62,66;;6898;43,51;83,87;35,37;;62,72;;35,55
07.09.16;;;;0,12;;;;;2,97;;1,05;8,48;42,78;0,41;;;18,74;68,23;0,01;;0,04;4,6;8,57;7,29;0,91;;27,39;62,87;;6884;43,38;82,75;35,59;;63,25;;36,12
08.09.16;;1,45;;0,12;;;;;2,94;;1,08;8,75;43,21;0,38;;;18,59;66,08;0,01;;0,05;4,58;8,57;7,25;0,9;;27,74;62,89;;6845;43,3;82,16;36;;62,77;;35,84
09.09.16;;1,49;;0,1;;;;;3;;1,06;8,29;41,04;0,38;;;18,63;64,8;0,01;;0,05;4,5;8,49;7,05;0,85;;27;61,29;;6899;42,29;79,86;35,53;;60,98;;34,14
12.09.16;;1,46;;0,1;;;;;2,97;;1,08;8,33;41,63;0,38;;;18,63;66;0,01;;0,04;4,5;8,36;6,97;0,86;;27,12;62,17;;6691;43,46;80,84;35,92;;61,62;;35,28
13.09.16;;1,49;;0,1;;;;;2,97;;1,07;8,12;40,57;0,36;;;18,63;65,93;0,01;;0,04;4,58;8,41;6,8;0,86;;26,65;61,61;;6587;43,41;80,87;34,91;;60,86;;34,81
14.09.16;;1,7;;0,11;;;;;3,04;;1,06;8,42;40,9;0,38;;;18,13;66,15;0,01;;0,05;4,58;8,32;6,8;0,87;;26,97;61,78;;6501;43,66;80,83;35,49;;60,82;;34,91
15.09.16;;2,25;;0,12;;;;;3,13;;1,14;8,76;41,77;0,38;;;17,18;66,05;0,01;;0,04;4,6;8,24;6,93;0,9;;27,6;62,79;;6345;44,59;83,37;36,07;;61,89;;35,09
16.09.16;;2,2;;0,11;;;;;3,14;;1,19;8,62;41,49;0,36;;;16,08;65,98;0,01;;0,04;4,6;8,41;6,84;0,89;;27,45;62,95;;6404;44,42;82,89;35,9;;61,5;;34,89
19.09.16;;2,3;;0,12;;;;;3,19;;1,24;8,84;42,95;0,35;;;16;65,81;0,01;;0,04;4,4;8,49;6,84;0,89;;27,1;63,76;;6404;44,12;82,77;35,65;;62,29;;34,56
20.09.16;;2,05;;0,13;;;;;3,16;;1,33;9,01;42,46;0,35;;;15,51;65,69;0,01;;0,05;4,25;8,36;6,87;0,92;;26,97;64,13;;6477;44,13;82,99;35,76;;62,95;;34,26
21.09.16;;1,9;;0,13;;;;;3,12;;1,42;8,98;44,5;0,37;;;15,51;65,4;0,01;;0,05;4,1;8,49;6,97;0,94;;27,48;64,9;;6662;44,67;83,47;36,11;;63,91;;34,09
22.09.16;;1,6;;0,13;;;;;3,17;;1,34;9,01;43,86;0,37;;;14,62;65,73;0,01;;0,05;4,28;8,15;7;0,94;;27,94;65,68;;6662;44,51;83,17;36,39;;64,41;;35,1
23.09.16;;2;;0,12;;;;;3,23;;1,32;8,87;43,35;0,35;;;14,62;65,19;0,01;;0,05;4,28;8,07;6,91;0,93;;28,14;64,42;;6658;44,36;84,26;36,04;;63,88;;35,09
26.09.16;;1,8;;0,13;;;;;3,35;;1,36;10,32;43,2;0,29;;;12,7;64,03;0,01;;0,05;4,3;8,36;6,72;0,88;;27,5;64,04;;6623;43,98;83,5;35,73;;63,49;;34,73
27.09.16;;1,79;;0,12;;;;;3,46;;1,34;10,5;43,87;0,24;;;10,89;64,52;0,01;;0,05;4,1;8,45;6,77;0,91;;27,82;64,5;;6666;44,21;85,2;36,01;;64,54;;34,49
28.09.16;;1,99;;0,12;;;;;3,45;;1,33;10,72;42,75;0,26;;;11,7;63,51;0,01;;0,05;4,03;9,04;6,81;0,92;;28,21;64,98;;6531;44,16;85;36,33;;64,31;;34,79
29.09.16;;1,75;;0,11;;;;;3,46;;1,37;10,71;42,96;0,27;;;12,16;60,99;0,01;;0,05;4,05;8,57;6,71;0,92;;27,91;64,68;;6710;44,21;84,26;36,07;;63,31;;34,3
30.09.16;;1,7;;0,11;;;;;3,43;;1,37;11;42,92;0,29;;;10,83;60,98;0,02;;0,05;4;8,49;6,7;0,89;;27,9;64,92;;6522;44,3;85,4;36,31;;64,38;;35,18
03.10.16;;1,92;;0,13;;;;;3,47;;1,45;11;43,03;0,29;;;10,95;60,3;0,02;;0,07;4;8,41;6,61;0,92;;28,07;64,4;;6478;44,1;85,41;36,45;;63,59;;35,19
04.10.16;;2;;0,15;;;;;3,59;;1,52;11,14;43,41;0,27;;;10,95;59,39;0,02;;0,08;4,05;8,36;6,64;0,93;;27,95;64,3;;6538;44,13;85,56;36,36;;63,75;;35,05
05.10.16;;2;;0,17;;;;;3,82;;1,78;11,21;43,77;0,27;;;10,3;59,19;0,02;;0,07;4,1;8,41;6,67;0,93;;28;64,9;;6566;44,53;85,47;36,47;;64,65;;36,3
06.10.16;;1,93;;0,23;;;;;3,32;;2;11,04;43,68;0,28;;;10,3;58,52;0,02;;0,07;4,25;8,28;6,68;0,92;;27,98;65,52;;6627;43,99;84,58;36,57;;64,79;;35,51
07.10.16;;2,09;;0,25;;;;;3,58;;2,25;11,01;44,36;0,28;;;10,5;58,29;0,02;;0,08;4,28;8,2;6,65;0,93;;27,89;65,37;;6547;43,92;83,81;36,16;;63,92;;35,69
10.10.16;;2,09;;0,25;;;;;3,58;;2,25;11,01;43,73;0,28;;;10,5;57,81;0,02;;0,09;4,32;8,11;6,71;0,91;;28,05;64,86;;6547;43,79;84,74;36,25;;63,76;;36,1
11.10.16;;1,95;;0,38;;;;;3,67;;2,38;10,63;42,3;0,27;;;10,5;56,76;0,02;;0,09;4,36;6,43;6,57;0,95;;27,62;64;;6782;42,9;83,37;35,64;;62,75;;35,56
12.10.16;;1,95;;0,35;;;;;3,5;;2,18;10,64;42,39;0,25;;;10;57,15;0,02;;0,09;4,3;7,19;6,55;0,99;;27,39;63,96;;6578;43,33;82,53;35,81;;62,19;;35,6
13.10.16;;2,05;;0,32;;;;;3,33;;2;10,79;42,09;0,27;;;10,32;57,6;0,02;;0,08;4,35;6,68;6,51;0,99;;26,85;63,3;;6496;43,16;81,76;35,65;;61,35;;34,54
14.10.16;;2,14;;0,35;;;;;3,47;;2,08;10,79;42,82;0,27;;;10;56,62;0,02;;0,08;4,35;6,43;6,55;1,01;;27,3;63,56;;6710;43,69;82,59;35,57;;61,11;;34,67
17.10.16;;2,4;;0,38;;;;;3,71;;2,12;10,5;42,02;0,26;;;10,43;54,88;0,03;;0,1;4,4;5,88;6,45;1,06;;27,05;63,05;;6744;43,53;82,32;35,08;;61,03;;34,16
18.10.16;;2,47;;0,36;;;;;3,93;;2,23;10,45;42,48;0,27;;;10,43;56,3;0,05;;0,1;4,26;5,63;6,72;1,06;;27,2;63,21;;6635;44,18;84,01;35,35;;61,29;;33,64
19.10.16;;2,6;;0,33;;;;;3,82;;2,17;10,16;43,39;0,26;;;10;58,58;0,06;;0,1;4,26;5,88;6,65;1,09;;27,4;64,71;;6558;43,79;82,76;35,72;;61,97;;34,88
20.10.16;;2,45;;0,31;;;;;3,9;;2,24;10,38;43,15;0,26;;;9,93;57,77;0,07;;0,14;4,22;6,09;6,66;1,11;;27,7;66,43;;6665;44,32;82,52;35,38;;62,05;;34,96
21.10.16;;2,5;;0,31;;;;;3,85;;2,25;10,25;43,48;0,25;;;9,93;57;0,06;;0,14;4,23;6,05;6,64;1,11;;27,6;65,96;;6573;44,54;82,87;35,37;;61,78;;34,79
24.10.16;;2,4;;0,31;;;;;3,79;;2,34;10,1;43,86;0,26;;;9,93;56,2;0,06;;0,15;4,24;6,05;6,81;1,17;;27,77;65,99;;6524;45,47;84,15;35,38;;62,82;;35,47
25.10.16;;2,7;;0,28;;;;;3,61;;2,25;9,76;43,49;0,25;;;9,36;55,11;0,05;;0,13;4,25;6,72;6,86;1,2;;27,9;65,19;;6531;45,06;82,94;35,31;;61,9;;34,95
26.10.16;;2,47;;0,28;;;;;3,7;;2,25;9,71;43,03;0,26;;;9,36;57,01;0,05;;0,12;4,26;6,72;6,83;1,15;;27,41;65,53;;6585;44,44;82,58;35,36;;62,79;;35,39
27.10.16;;3;;0,25;;;;;3,63;;2,31;9,72;41,35;0,24;;;9,36;57,22;0,04;;0,1;4,25;6,64;6,67;1,06;;27;65,37;;6622;43,72;82,72;34,95;;62,14;;35,44
28.10.16;;2,8;;0,27;;;;;3,65;;2,25;9,83;40,84;0,23;;;9,36;58,4;0,05;;0,1;4,29;6,43;6,57;1,07;;26,95;65,49;;6654;43,32;79,45;34,83;;62,36;;35,63
31.10.16;;3,3;;0,28;;;;;3,8;;2,21;9,7;41,45;0,24;;;8,65;57,25;0,06;;0,13;4,25;7,23;6,55;1,03;;26,6;65,93;;6602;43,17;78,52;35,09;;62,87;;35,84
01.11.16;;3,17;;0,26;;;;;3,9;;2,17;9,5;40,78;0,24;;;9;57,31;0,06;;0,12;4,23;7,4;6,53;1,06;;26,6;66,02;;6539;42,6;77,84;35,19;;63,29;;35,27
02.11.16;;3;;0,25;;;;;3,79;;2,09;9,41;43,57;0,24;;;9;57,4;0,07;;0,11;4,23;7,31;6,47;1,04;;26,14;65,11;;6349;42,6;79,12;35,05;;62,92;;34,76
03.11.16;;2,95;;0,28;;;;;3,78;;1,88;9,26;40,41;0,23;;;8,6;55,11;0,06;;0,12;4,23;6,89;6,38;1,05;;25,93;64,89;;6349;43,37;80,52;35,01;;62,41;;34,23
04.11.16;;3,09;;0,37;;;;;3,79;;1,96;9,57;39,15;0,22;;;8,6;55,84;0,06;;0,1;4,29;6,89;6,2;0,99;;25,5;64,91;;6236;41,7;80,22;35,1;;62,63;;34,09
07.11.16;;3,11;;0,34;;;;;3,95;;2,19;9,98;40,15;0,23;;;8,88;55,7;0,06;;0,11;4,32;7,19;6,48;1,03;;26,7;66,54;;6364;41,09;81,08;35,82;;64,71;;35,22
08.11.16;;3,58;;0,33;;;;;3,98;;2,11;10,09;41,35;0,23;;;8,79;56,97;0,07;;0,1;4,39;7,36;6,45;1,02;;26,8;66,81;;6445;41,01;81,49;36,1;;65,35;;35,37
09.11.16;;3,69;;0,32;;;;;3,99;;2,04;10,6;40,58;0,23;;;8,77;57,79;0,05;;0,09;4,32;8,95;6,35;1,04;;26,46;67,35;;6023;40,15;79,44;36,05;;65,95;;34,03
10.11.16;;3,5;;0,29;;;;;4,58;;2,11;10,68;40,09;0,23;;;8,77;57,06;0,04;;0,06;4,26;8,78;6,25;1,05;;26,5;66,47;;6574;38,7;76,79;35,19;;66,77;;35,2
11.11.16;;3,55;;0,28;;;;;4,64;;2,12;10,82;39,66;0,22;;;8,77;57,84;0,05;;0,09;4,25;8,7;6,07;0,98;;25,32;66,63;;6547;39,41;77,45;34,82;;66,9;;34,38
14.11.16;;3,3;;0,27;;;;;5,22;;2,15;11,05;37,9;0,23;;;8,77;57,83;0,05;;0,1;4,28;9,2;5,89;0,99;;24,52;66,63;;6575;37,77;76,38;34,72;;66,74;;34,22
15.11.16;;3,18;;0,31;;;;;6,3;;2,63;11,06;39,92;0,22;;;7,45;56,81;0,05;;0,08;4,19;9,75;5,95;0,98;;25,4;67,13;;6552;38,53;77,62;35,02;;67,25;;34,46
16.11.16;;3,34;;0,29;;;;;5,77;;2,94;10,78;40,36;0,25;;;7,45;56,67;0,04;;0,08;4,2;10,45;5,91;0,92;;25,03;67,8;;6680;38,97;78,83;34,87;;66,82;;34,49
17.11.16;;3,55;;0,29;;;;;6,41;;3,25;10,62;42,02;0,25;;;7,39;57,54;0,04;;0,08;4,18;9,85;5,87;0,93;;25,2;68,01;;6733;39,94;79,62;35,47;;67,17;;35,38
18.11.16;;3,46;;0,28;;;;;6,51;;3,26;9,99;44,05;0,24;;;7,3;54,61;0,04;;0,07;4,15;9,3;5,93;1;;25,55;68,04;;6775;38,39;78,99;35,89;;66,67;;35,68
21.11.16;;2,9;;0,27;;;;;5,9;;2,85;9,98;44,89;0,25;;;7,3;55,8;0,03;;0,06;4,13;8,95;5,95;1,04;;25,12;67,97;;6854;38,43;78,26;36,33;;66,75;;36,16
22.11.16;;2,9;;0,24;;;;;4,55;;2,47;9,53;42,96;0,25;;;7,46;58,24;0,03;;0,05;4,1;8,25;5,95;1,03;;25,33;68,02;;6895;37,17;77,75;36,6;;66,92;;35,81
23.11.16;;2,75;;0,25;;;;;5,54;;2,87;9,7;43,05;0,24;;;7,46;57,91;0,04;;0,06;4,12;7,45;5,84;1,01;;24,9;68,04;;6895;37,26;79,35;36,58;;67,35;;35,39
24.11.16;;2,8;;0,24;;;;;5,33;;2,84;9,7;43,05;0,24;;;7,46;57,91;0,04;;0,06;4,23;7,3;5,84;1,01;;24,9;68,04;;6920;37,26;79,35;36,58;;67,35;;35,39
25.11.16;;2,75;;0,23;;;;;5,17;;2,75;9,95;43,27;0,25;;;7,46;57,99;0,04;;0,07;4,26;7,4;5,92;1,07;;24,8;68,67;;6800;37,22;79,17;36,96;;68;;35,68
28.11.16;;2,4;;0,23;;;;;5,09;;2,75;9,64;42,49;0,24;;;9,07;57,21;0,04;;0,07;4,39;6,95;6,1;1,04;;25;68,49;;6702;37,37;78,73;36,91;;67,7;;35,39
29.11.16;;2,13;;0,26;;;;;4,86;;2,65;9,71;42,59;0,25;;;9,07;58,32;0,03;;0,07;4,5;7,05;6,08;1,01;;24,92;68,43;;6675;37,95;81,37;37,14;;67,22;;34,46
30.11.16;;2,35;;0,26;;;;;5,2;;2,67;9,42;41,67;0,24;;;9,3;56,99;0,04;;0,06;4,7;7,15;6,05;1,03;;24,96;68,26;;6712;36,61;79,24;37,1;;67,64;;35,6
01.12.16;;2,25;;0,27;;;;;5,39;;2,6;9,19;39,67;0,23;0,16;;9,28;56,53;0,04;;0,06;4,6;8,1;5,89;1,01;;24,77;66,74;;6874;35,58;75,58;36,76;;66,85;;36,83
02.12.16;;2,44;;0,28;;;;;5,4;;2,47;9,17;39,05;0,22;0,18;;9,28;55,31;0,04;;0,06;4,78;8,05;5,79;0,99;;24,3;67,34;;6880;35,71;75,86;36,38;;67,58;;36,07
05.12.16;;2,32;;0,26;;;;;5,22;;2,18;10,1;40,57;0,22;0,19;;9,28;57,12;0,04;;0,06;4,97;7,7;5,69;1;;24,4;67,85;;6802;36,48;77,45;36,75;;69,39;;37,49
06.12.16;;2,39;;0,23;;;;;4,92;;2,1;9,9;40,9;0,22;0,17;;9,28;57,24;0,04;;0,07;4,86;7,65;5,77;1,01;;24,3;67,6;;6956;36,7;76,87;36,9;;69,04;;39,16
07.12.16;;2,35;;0,25;;;;;5,23;;2,16;9,72;40,72;0,22;0,14;;9,28;59,84;0,04;;0,07;4,85;7,4;5,76;1,07;;24,71;68,07;;7387;37,45;77,95;37,49;;70,46;;41,6
08.12.16;;2,12;;0,28;;;;;5;;2,03;9,7;42,63;0,22;0,14;;10,97;68,84;0,04;;0,07;4,8;7,15;5,72;1,07;;24,5;68,83;;7792;37,39;77,78;36,24;;70,6;;41,63
09.12.16;;2,02;;0,26;;;;;5,03;;2,03;9,97;42,22;0,23;0,14;;10,3;69,3;0,04;;0,07;4,8;7,3;5,57;1,07;;24,3;68,51;;7825;36,79;78,75;35,83;;70,75;;41,86
12.12.16;;2;;0,26;;;;;5,07;;2,3;10;42,04;0,24;0,13;;10,3;69,71;0,04;;0,08;4,9;7,45;5,41;1,01;;23,85;67,66;;7782;37,17;80,62;35,58;;70,87;;41,1
13.12.16;;2;;0,25;;;;;5,34;;2,44;9,34;42,27;0,24;0,13;;10,3;68,48;0,04;;0,08;4,6;8,9;5,54;1,02;;24,34;67,91;;7772;37,32;80,76;35,87;;71,6;;40,77
14.12.16;;1,9;;0,25;;;;;5,19;;2,32;9,39;41,75;0,22;0,13;;9,67;68,64;0,04;;0,08;4,5;9,05;5,4;0,98;;24;67,76;;7959;36,74;80,7;35,7;;70,62;;39,31
15.12.16;;1,89;;0,23;;;;;5,24;;2,37;9,5;42,41;0,23;0,13;;10;67,31;0,04;;0,08;4,54;9,05;5,5;0,96;;23,73;67,98;;7848;36,99;81,51;35,2;;70,69;;39,46
16.12.16;;1,97;;0,24;;;;;5,15;;2,37;9,82;42,05;0,24;0,13;;10,36;66,42;0,04;;0,08;4,45;8,85;5,46;0,92;;23,35;67,4;;7831;36,47;79,51;35,13;;69,74;;39,74
19.12.16;;2;;0,24;;;;;4,58;;2,19;9,55;41,87;0,24;0,15;;10,36;66,7;0,04;;0,07;4,6;8,7;5,43;0,94;;23,36;68;;7822;36,63;79,5;33,99;;70,44;;39,85
20.12.16;;1,91;;0,24;;;;;4,53;;2,12;9,81;41,42;0,24;0,15;;10,77;67,59;0,04;;0,07;4,6;8,75;5,41;0,95;;23,55;68,33;;7972;36,83;79,5;33,92;;70,83;;40,38
21.12.16;;1,8;;0,23;;;;;4,47;;2,1;9,38;40,8;0,24;0,17;;10,25;66,97;0,04;;0,07;4,78;8,85;5,32;0,97;;23,65;68,22;;7914;36,9;79,66;34,01;;70,66;;40,57
